current_filename,subspecialty,extracted_author,extracted_year,extracted_journal,extracted_title,suggested_filename,confidence,confidence_level,status
"lesser toe deformities.pdf",FOOT_AND_ANKLE,"Kiesau",2011,"JAAOS","lesser toe deformities","2011_Kiesau_JAAOS_Lesser Toe Deformities",1.00,high,pending
"LesserToesDeformities.pdf",FOOT_AND_ANKLE,"Kiesau",2011,"JAAOS","LesserToesDeformities","2011_Kiesau_JAAOS_Lesser Toes Deformities",1.00,high,pending
"Lesser_Toe_Deformities.6.pdf",FOOT_AND_ANKLE,"Lesser",2011,"JAAOS","Toe Deformities.6","2011_Lesser_JAAOS_Toe Deformities.6",1.00,high,pending
"LisFrancInjuryintheAthlete.pdf",FOOT_AND_ANKLE,"Bensalem",2017,"JBJS","LisFrancInjuryintheAthlete","2017_Bensalem_JBJS_Lis Franc Injuryin the Athlete",1.00,high,pending
"lower extremity prosthetics.pdf",FOOT_AND_ANKLE,"Avenue",2009,"CORR","lower extremity prosthetics","2009_Avenue_CORR_Lower Extremity Prosthetics",1.00,high,pending
"ManagementofChronicAchillesRupture.pdf",FOOT_AND_ANKLE,"",,"JBJS","ManagementofChronicAchillesRupture","Unknown_Unknown_JBJS_Management of Chronic Achilles Rupture",0.50,medium,pending
"midfoot arthritis.pdf",FOOT_AND_ANKLE,"",2010,"JAAOS","midfoot arthritis","2010_Unknown_JAAOS_Midfoot Arthritis",0.75,high,pending
"MRIofFootandAnkle.pdf",FOOT_AND_ANKLE,"",2001,"JAAOS","MRIofFootandAnkle","2001_Unknown_JAAOS_Mr I of Foot and Ankle",0.75,high,pending
"MTPJointInstability.pdf",FOOT_AND_ANKLE,"",2014,"JAAOS","MTPJointInstability","2014_Unknown_JAAOS_Mtp Joint Instability",0.75,high,pending
"NavicularFxs_JBJSReviews.pdf",FOOT_AND_ANKLE,"Rosenbaum",2015,"JBJS","JBJSReviews","2015_Rosenbaum_JBJS_Jbjs Reviews",1.00,high,pending
"OA of the ankle role of arthroplasty.pdf",FOOT_AND_ANKLE,"Chou",2008,"JAAOS","OA of the ankle role of arthroplasty","2008_Chou_JAAOS_Oa of the Ankle Role of Arthroplasty",1.00,high,pending
"OperativeTxofLateralAnkleInstability.pdf",FOOT_AND_ANKLE,"Kennedy",2016,"JBJS","OperativeTxofLateralAnkleInstability","2016_Kennedy_JBJS_Operative Tx of Lateral Ankle Instability",1.00,high,pending
"Orientation of the lisfranc screw.pdf",FOOT_AND_ANKLE,"Panchbhavi",2012,"JOT","Orientation of the lisfranc screw","2012_Panchbhavi_JOT_Orientation of the Lisfranc Screw",1.00,high,pending
"peroneal tendon injuries.pdf",FOOT_AND_ANKLE,"Philbin",2009,"JAAOS","peroneal tendon injuries","2009_Philbin_JAAOS_Peroneal Tendon Injuries",1.00,high,pending
"Peroneal_Nerve_Palsy___Evaluation_and_Management.1.pdf",FOOT_AND_ANKLE,"Peroneal",2015,"Palsy","  Evaluation and Management.1","2015_Peroneal_Palsy_Evaluation and Management.1",1.00,high,pending
"Philibin_PeronealTendonInjuries.pdf",FOOT_AND_ANKLE,"Philibin",2009,"JAAOS","PeronealTendonInjuries","2009_Philibin_JAAOS_Peroneal Tendon Injuries",1.00,high,pending
"PlantarandMedialHeelPain.pdf",FOOT_AND_ANKLE,"Epidemiology",2014,"JAAOS","PlantarandMedialHeelPain","2014_Epidemiology_JAAOS_Plantar and Medial Heel Pain",1.00,high,pending
"PlantarFasciitis.pdf",FOOT_AND_ANKLE,"",2008,"JAAOS","PlantarFasciitis","2008_Unknown_JAAOS_Plantar Fasciitis",0.75,high,pending
"Plantarflexion Opening Wedge Medial Cuneiform Osteotomy.pdf",FOOT_AND_ANKLE,"Hirose",2004,"CORR","Plantarflexion Opening Wedge Medial Cuneiform Osteotomy","2004_Hirose_CORR_Plantarflexion Opening Wedge Medial Cuneiform",1.00,high,pending
"PosteriorAnkleImpingement.pdf",FOOT_AND_ANKLE,"",2005,"JAAOS","PosteriorAnkleImpingement","2005_Unknown_JAAOS_Posterior Ankle Impingement",0.75,high,pending
"PosteriorTibialTendonInsufficiency.pdf",FOOT_AND_ANKLE,"Orthopedics",1999,"JAAOS","PosteriorTibialTendonInsufficiency","1999_Orthopedics_JAAOS_Posterior Tibial Tendon Insufficiency",1.00,high,pending
"Richard_2001_Unknown_FOOT_&_ANKLE_INTERNATIONAL.pdf",FOOT_AND_ANKLE,"Richard",2001,"CORR","FOOT & ANKLE INTERNATIONAL","2001_Richard_CORR_Foot and Ankle International",1.00,high,pending
"Shikai_2022_Arthroscopy_Foot_&_Ankle_International®.pdf",FOOT_AND_ANKLE,"Shikai",2022,"Arthroscopy","Foot & Ankle International®","2022_Shikai_Arthroscopy_Foot and Ankle International®",1.00,high,pending
"ShoeModificationsAndOrthosesinFA.pdf",FOOT_AND_ANKLE,"Professor",2008,"JAAOS","ShoeModificationsAndOrthosesinFA","2008_Professor_JAAOS_Shoe Modifications and Orthoses in Fa",1.00,high,pending
"Smith_ORIFvsArthodesisLisfranc.pdf",FOOT_AND_ANKLE,"Smith",2015,"JAAOS","ORIFvsArthodesisLisfranc","2015_Smith_JAAOS_Ori Fvs Arthodesis Lisfranc",1.00,high,pending
"Split_2016_Injury_July_2016_Volume_3_Article_38.pdf",FOOT_AND_ANKLE,"Split",2016,"Injury","July 2016 Volume 3 Article 38","2016_Split_Injury_July 2016 Volume 3 Article 38",1.00,high,pending
"Split_2016_Injury_July_2016_Volume_3_Article_38_1.pdf",FOOT_AND_ANKLE,"Split",2016,"Injury","July 2016 Volume 3 Article 38 1","2016_Split_Injury_July 2016 Volume 3 Article 38 1",1.00,high,pending
"Talocalcaneal fusion .pdf",FOOT_AND_ANKLE,"Thomas",2012,"JAAOS","Talocalcaneal fusion ","2012_Thomas_JAAOS_Talocalcaneal Fusion",1.00,high,pending
"TarsometatarsalJointInjuries.pdf",FOOT_AND_ANKLE,"",2017,"JAAOS","TarsometatarsalJointInjuries","2017_Unknown_JAAOS_Tarsometatarsal Joint Injuries",0.75,high,pending
"The_Use_of_Intramedullary_Nails_in.1.pdf",FOOT_AND_ANKLE,"The",2012,"of","Intramedullary Nails in.1","2012_The_of_Intramedullary Nails In.1",1.00,high,pending
"Tibiotalocalcaneal_2016_JAAOS_Tibiotalocalcaneal_Fusion_for.pdf",FOOT_AND_ANKLE,"Tibiotalocalcaneal",2016,"JAAOS","Tibiotalocalcaneal Fusion for","2016_Tibiotalocalcaneal_JAAOS_Tibiotalocalcaneal Fusion for",1.00,high,pending
"Timothy_2024_Unknown_Reliability_of_Percutaneous_Achilles_Tenotomy_in_the.pdf",FOOT_AND_ANKLE,"Timothy",2024,"JPO","Reliability of Percutaneous Achilles Tenotomy in the","2024_Timothy_JPO_Reliability of Percutaneous Achilles Tenotomy in",1.00,high,pending
"total ankle implants and intrumentation .pdf",FOOT_AND_ANKLE,"Hamburg",2008,"JAAOS","total ankle implants and intrumentation ","2008_Hamburg_JAAOS_Total Ankle Implants and Intrumentation",1.00,high,pending
"TreatmentofOCDsofTalus.pdf",FOOT_AND_ANKLE,"Dekker",2017,"JBJS","TreatmentofOCDsofTalus","2017_Dekker_JBJS_Treatment of Oc Ds of Talus",1.00,high,pending
"TreatmentofPrimarilyLigamentousLisfranc.pdf",FOOT_AND_ANKLE,"",2006,"JBJS","TreatmentofPrimarilyLigamentousLisfranc","2006_Unknown_JBJS_Treatment of Primarily Ligamentous Lisfranc",0.75,high,pending
"Triple_Arthrodesis_in_Adults.7.pdf",FOOT_AND_ANKLE,"Triple",1998,"in","Adults.7","1998_Triple_in_Adults.7",1.00,high,pending
"TTC_Fusion.pdf",FOOT_AND_ANKLE,"Asomugha",2016,"JAAOS","Fusion","2016_Asomugha_JAAOS_Fusion",1.00,high,pending
"Unknown_2003_JBJS_COPYRIGHT_©_2003_BY_THE_JOURNAL_OF_BONE_AND_JOINT_SURGERY,_INCORPORATED.pdf",FOOT_AND_ANKLE,"",2003,"JBJS","COPYRIGHT © 2003 BY THE JOURNAL OF BONE AND JOINT SURGERY, INCORPORATED","2003_Unknown_JBJS_Copyright © 2003 by the Journal of Bone and Joint",0.75,high,pending
"Unknown_2024_Injury_Foot_&_Ankle_International®.pdf",FOOT_AND_ANKLE,"Turner",2024,"Injury","Foot & Ankle International®","2024_Turner_Injury_Foot and Ankle International®",1.00,high,pending
"Unknown_2024_Injury_Foot_&_Ankle_International®_1.pdf",FOOT_AND_ANKLE,"University",2024,"Injury","Foot & Ankle International® 1","2024_University_Injury_Foot and Ankle International® 1",1.00,high,pending
"Watson_Lisfranc.pdf",FOOT_AND_ANKLE,"Watson",2010,"JAAOS","Lisfranc","2010_Watson_JAAOS_Lisfranc",1.00,high,pending
"You_2016_Unknown_Reverse_Transfer_of_the_Proximal_Vascularized_Fibula_to_Reconstruct.pdf",FOOT_AND_ANKLE,"You",2016,"CORR","Reverse Transfer of the Proximal Vascularized Fibula to Reconstruct","2016_You_CORR_Reverse Transfer of the Proximal Vascularized",1.00,high,pending
"ABX spacer.pdf",GENERAL,"Torino",2015,"CORR","ABX spacer","2015_Torino_CORR_Abx Spacer",1.00,high,pending
"Advanced_2024_Orthopedics_www.advanced-bio.com.pdf",GENERAL,"Advanced",2024,"Orthopedics","www.advanced bio.com","2024_Advanced_Orthopedics_Www.advanced Bio.com",1.00,high,pending
"Advances_2024_JAAOS_Advances_in_Anatomic_Total_Shoulder_Arthroplasty.pdf",GENERAL,"Advances",2024,"JAAOS","Advances in Anatomic Total Shoulder Arthroplasty","2024_Advances_JAAOS_Advances in Anatomic Total Shoulder Arthroplasty",1.00,high,pending
"Antibiotic_2019_Spine_published_25_July_2019.pdf",GENERAL,"Antibiotic",2019,"Spine","published 25 July 2019","2019_Antibiotic_Spine_Published 25 July 2019",1.00,high,pending
"Barrett_1987_Spine_Unknown.pdf",GENERAL,"Barrett",1987,"Spine","Unknown","1987_Barrett_Spine_Unknown",1.00,high,pending
"BJJ 2002 Perren internal fixation principles-2.pdf",GENERAL,"",2002,"BJJ","BJJ 2002 Perren internal fixation principles 2","2002_Unknown_BJJ_Bjj 2002 Perren Internal Fixation Principles 2",0.75,high,pending
"Boileau_1997_JBJS_VOL._79-B,_NO._5,_SEPTEMBER_1997.pdf",GENERAL,"Boileau",1997,"JBJS","VOL. 79 B, NO. 5, SEPTEMBER 1997","1997_Boileau_JBJS_Vol. 79 B No. 5 September 1997",1.00,high,pending
"Bradley_2003_JSES_ORIGINAL_ARTICLES.pdf",GENERAL,"Bradley",2003,"JSES","ORIGINAL ARTICLES","2003_Bradley_JSES_Original Articles",1.00,high,pending
"Braman_1959_JOrthopRes_Alterations_in_Surface_Geometry_in_Retrieved.pdf",GENERAL,"Braman",1959,"JOrthopRes","Alterations in Surface Geometry in Retrieved","1959_Braman_JOrthopRes_Alterations in Surface Geometry in Retrieved",1.00,high,pending
"Burkhart_2010_Arthroscopy_Current_Concepts_With_Video_Illustration.pdf",GENERAL,"Burkhart",2010,"Arthroscopy","Current Concepts With Video Illustration","2010_Burkhart_Arthroscopy_Current Concepts with Video Illustration",1.00,high,pending
"By_2008_JBJS_Cementless_Humeral_Resurfacing.pdf",GENERAL,"By",2008,"JBJS","Cementless Humeral Resurfacing","2008_By_JBJS_Cementless Humeral Resurfacing",1.00,high,pending
"By_2009_JBJS_Effect_of_a_Variable_Prosthetic_Neck-Shaft_Angle.pdf",GENERAL,"By",2009,"JBJS","Effect of a Variable Prosthetic Neck Shaft Angle","2009_By_JBJS_Effect of a Variable Prosthetic Neck Shaft Angle",1.00,high,pending
"By_2011_JBJS_Current_Concepts_Review.pdf",GENERAL,"By",2011,"JBJS","Current Concepts Review","2011_By_JBJS_Current Concepts Review",1.00,high,pending
"Chan_1976_Spine_Tennis_elbow_and_the_cervical_spine.pdf",GENERAL,"Chan",1976,"Spine","Tennis elbow and the cervical spine","1976_Chan_Spine_Tennis Elbow and the Cervical Spine",1.00,high,pending
"Chan_1976_Spine_Tennis_elbow_and_the_cervical_spine_1.pdf",GENERAL,"Chan",1976,"Spine","Tennis elbow and the cervical spine 1","1976_Chan_Spine_Tennis Elbow and the Cervical Spine 1",1.00,high,pending
"Charalambos_2012_JBJS_Current_Concepts_Review.pdf",GENERAL,"Charalambos",2012,"JBJS","Current Concepts Review","2012_Charalambos_JBJS_Current Concepts Review",1.00,high,pending
"Christopher_2001_Spine_Volume_36_•_Number_3_•_September_2001.pdf",GENERAL,"Christopher",2001,"Spine","Volume 36 • Number 3 • September 2001","2001_Christopher_Spine_Volume 36 • Number 3 • September 2001",1.00,high,pending
"Christopher_2023_Orthopedics_ORIGINAL_ARTICLE.pdf",GENERAL,"Christopher",2023,"Orthopedics","ORIGINAL ARTICLE","2023_Christopher_Orthopedics_Original Article",1.00,high,pending
"Christopher_2023_Orthopedics_ORIGINAL_ARTICLE_1.pdf",GENERAL,"Christopher",2023,"Orthopedics","ORIGINAL ARTICLE 1","2023_Christopher_Orthopedics_Original Article 1",1.00,high,pending
"Cofield_1997_Orthopedics_ORIGINAL_ARTICLES.pdf",GENERAL,"Cofield",1997,"Orthopedics","ORIGINAL ARTICLES","1997_Cofield_Orthopedics_Original Articles",1.00,high,pending
"Cofield_2004_JBJS_COPYRIGHT_©_2004_BY_THE_JOURNAL_OF_BONE_AND_JOINT_SURGERY,_INCORPORATED.pdf",GENERAL,"Cofield",2004,"JBJS","COPYRIGHT © 2004 BY THE JOURNAL OF BONE AND JOINT SURGERY, INCORPORATED","2004_Cofield_JBJS_Copyright © 2004 by the Journal of Bone and Joint",1.00,high,pending
"Compendium of Physical Activities_classification of energy costs of human physical activities.pdf",GENERAL,"Compendium of Physical Activities",,"","classification of energy costs of human physical activities","Unknown_Compendium of Physical Activities_Unknown_Classification of Energy Costs of Human Physical",0.50,medium,pending
"Corresponding_2013_Unknown_Optimizing_strength_training_for_running_and_cycling_endurance.pdf",GENERAL,"Corresponding",2013,"CORR","Optimizing strength training for running and cycling endurance","2013_Corresponding_CORR_Optimizing Strength Training for Running and",1.00,high,pending
"Coste_2004_JBJS_VOL._86-B,_No._1,_JANUARY_2004.pdf",GENERAL,"Coste",2004,"JBJS","VOL. 86 B, No. 1, JANUARY 2004","2004_Coste_JBJS_Vol. 86 B No. 1 January 2004",1.00,high,pending
"Daniel_2023_Arthroscopy_Preoperative_Corticosteroid_Injections_Within_4.pdf",GENERAL,"Daniel",2023,"Arthroscopy","Preoperative Corticosteroid Injections Within 4","2023_Daniel_Arthroscopy_Preoperative Corticosteroid Injections Within 4",1.00,high,pending
"Deepak_2022_AJSM_Hip_Dislocation_and_Subluxation.pdf",GENERAL,"Deepak",2022,"AJSM","Hip Dislocation and Subluxation","2022_Deepak_AJSM_Hip Dislocation and Subluxation",1.00,high,pending
"Derek_2012_JBJS_Reverse_Shoulder_Arthroplasty_for_the_Treatment.pdf",GENERAL,"Derek",2012,"JBJS","Reverse Shoulder Arthroplasty for the Treatment","2012_Derek_JBJS_Reverse Shoulder Arthroplasty for the Treatment",1.00,high,pending
"Elaine_2017_JBJS_Vitamin_D_in_Orthopaedics.pdf",GENERAL,"Elaine",2017,"JBJS","Vitamin D in Orthopaedics","2017_Elaine_JBJS_Vitam in D in Orthopaedics",1.00,high,pending
"Evan_1997_Unknown_THE_ROTATOR_CUFF,_PART_I1.pdf",GENERAL,"Evan",1997,"","THE ROTATOR CUFF, PART I1","1997_Evan_Unknown_The Rotator Cuff Part I1",0.75,high,pending
"Extra_2021_Arthroscopy_Editorial_Commentary_Indications_for_Acetabular.pdf",GENERAL,"Extra",2021,"Arthroscopy","Editorial Commentary Indications for Acetabular","2021_Extra_Arthroscopy_Editorial Commentary Indications for Acetabular",1.00,high,pending
"fix and flap VAC.pdf",GENERAL,"",,"CORR","fix and flap VAC","Unknown_Unknown_CORR_Fix and Flap Vac",0.50,medium,pending
"Frankle_2004_JOrthopRes_LETTERS_TO_THE_EDITORS.pdf",GENERAL,"Frankle",2004,"JOrthopRes","LETTERS TO THE EDITORS","2004_Frankle_JOrthopRes_Letters to the Editors",1.00,high,pending
"Frederick_2007_JSES_Shoulder_arthroplasty_The_socket_perspective.pdf",GENERAL,"Frederick",2007,"JSES","Shoulder arthroplasty The socket perspective","2007_Frederick_JSES_Shoulder Arthroplasty the Socket Perspective",1.00,high,pending
"Fukuda_1986_JBJS_of_Bone_and_Joint_Surgery.pdf",GENERAL,"Fukuda",1986,"JBJS","of Bone and Joint Surgery","1986_Fukuda_JBJS_Of Bone and Joint Surgery",1.00,high,pending
"Gerber_2009_JAAOS_Reverse_Total_Shoulder.pdf",GENERAL,"Gerber",2009,"JAAOS","Reverse Total Shoulder","2009_Gerber_JAAOS_Reverse Total Shoulder",1.00,high,pending
"HandTech fingertip VAC.pdf",GENERAL,"",,"CORR","HandTech fingertip VAC","Unknown_Unknown_CORR_H and Tech Fingertip Vac",0.50,medium,pending
"Harryman_1990_Unknown_Unknown.pdf",GENERAL,"Harryman",1990,"CORR","Unknown","1990_Harryman_CORR_Unknown",1.00,high,pending
"Inez_1993_JSES_Fluoroscopically_positioned.pdf",GENERAL,"Inez",1993,"JSES","Fluoroscopically positioned","1993_Inez_JSES_Fluoroscopically Positioned",1.00,high,pending
"Inlay_2024_JAAOS_The_Role_of_Inlay_and_Inset_Glenoid_Implants_in.pdf",GENERAL,"Inlay",2024,"JAAOS","The Role of Inlay and Inset Glenoid Implants in","2024_Inlay_JAAOS_The Role of Inlay and Inset Glenoid Implants in",1.00,high,pending
"Inset_2024_JAAOS_The_Role_of_Inlay_and_Inset_Glenoid_Implants_in.pdf",GENERAL,"Inset",2024,"JAAOS","The Role of Inlay and Inset Glenoid Implants in","2024_Inset_JAAOS_The Role of Inlay and Inset Glenoid Implants in",1.00,high,pending
"JAAOS 2005 Compartment Synd Lower Ext.pdf",GENERAL,"Olson",2005,"JAAOS","JAAOS 2005 Compartment Synd Lower Ext","2005_Olson_JAAOS_Jaaos 2005 Compartment Synd Lower Ext",1.00,high,pending
"JAAOS 2008 Cast and splint complications.pdf",GENERAL,"Noonan",2008,"JAAOS","JAAOS 2008 Cast and splint complications","2008_Noonan_JAAOS_Jaaos 2008 Cast and Splint Complications",1.00,high,pending
"JAAOS 2011 Acute Compartment Syndrome Upper Ext.pdf",GENERAL,"",2011,"JAAOS","JAAOS 2011 Acute Compartment Syndrome Upper Ext","2011_Unknown_JAAOS_Jaaos 2011 Acute Compartment Syndrome Upper Ext",0.75,high,pending
"JAAOS 2015 Radiologic evlauation of pregnant patients.pdf",GENERAL,"",2015,"JAAOS","JAAOS 2015 Radiologic evlauation of pregnant patients","2015_Unknown_JAAOS_Jaaos 2015 Radiologic Evlauation of Pregnant",0.75,high,pending
"JAAOS 2020 Unifying_the_Orthopaedic_Surgery_Residency.1.pdf",GENERAL,"JAAOS 2020 Unifying",2020,"Orthopaedic","Surgery Residency.1","2020_JAAOS 2020 Unifying_Orthopaedic_Surgery Residency.1",1.00,high,pending
"JAAOS NPWT.pdf",GENERAL,"Streubel",2012,"JAAOS","JAAOS NPWT","2012_Streubel_JAAOS_Jaaos Npwt",1.00,high,pending
"JBJS ICL- Adult Trauma- Getting Through the Night-2.pdf",GENERAL,"Schmidt",2010,"JBJS","JBJS ICL  Adult Trauma  Getting Through the Night 2","2010_Schmidt_JBJS_Jbjs Icl Adult Trauma Getting through the Night 2",1.00,high,pending
"Jean_1993_JSES_Complications_of_unconstrained_shoulder_prostheses.pdf",GENERAL,"Jean",1993,"JSES","Complications of unconstrained shoulder prostheses","1993_Jean_JSES_Complications of Unconstrained Shoulder Prostheses",1.00,high,pending
"Jeon_2012_JBJS_THE_JOURNAL_OF_BONE_AND_JOINT_SURGERY.pdf",GENERAL,"Jeon",2012,"JBJS","THE JOURNAL OF BONE AND JOINT SURGERY","2012_Jeon_JBJS_The Journal of Bone and Joint Surgery",1.00,high,pending
"John_1999_Orthopedics_Stress_analyses.pdf",GENERAL,"John",1999,"Orthopedics","Stress analyses","1999_John_Orthopedics_Stress Analyses",1.00,high,pending
"JOT 2011 VAC improves healing pig model.pdf",GENERAL,"",,"JOT","JOT 2011 VAC improves healing pig model","Unknown_Unknown_JOT_Jot 2011 Vac Improves Healing Pig Model",0.50,medium,pending
"JOT 2012 Increased cost of VAC not justified in STSG.pdf",GENERAL,"Kempton",2012,"JOT","JOT 2012 Increased cost of VAC not justified in STSG","2012_Kempton_JOT_Jot 2012 Increased Cost of Vac Not Justified in",1.00,high,pending
"JOT VAC reduces bead pouch effectiveness.pdf",GENERAL,"Stinner",2012,"JOT","JOT VAC reduces bead pouch effectiveness","2012_Stinner_JOT_Jot Vac Reduces Bead Pouch Effectiveness",1.00,high,pending
"Journal_1959_JOrthopRes_Alterations_in_Surface_Geometry_in_Retrieved.pdf",GENERAL,"Journal",1959,"JOrthopRes","Alterations in Surface Geometry in Retrieved","1959_Journal_JOrthopRes_Alterations in Surface Geometry in Retrieved",1.00,high,pending
"Journal_2004_JOrthopRes_LETTERS_TO_THE_EDITORS.pdf",GENERAL,"Journal",2004,"JOrthopRes","LETTERS TO THE EDITORS","2004_Journal_JOrthopRes_Letters to the Editors",1.00,high,pending
"Keith_2007_Arthroscopy_words._The_article_that_was_referenced_by_our_study_in.pdf",GENERAL,"Keith",2007,"Arthroscopy","words. The article that was referenced by our study in","2007_Keith_Arthroscopy_Words. the Article That Was Referenced by Our",1.00,high,pending
"Ladermann_2013_Orthopedics_Unknown.pdf",GENERAL,"Ladermann",2013,"Orthopedics","Unknown","2013_Ladermann_Orthopedics_Unknown",1.00,high,pending
"Leon_2021_Injury_Journal_of_Hand_Therapy_34_(2021)_323–329.pdf",GENERAL,"Leon",2021,"Injury","Journal of Hand Therapy 34 (2021) 323–329","2021_Leon_Injury_Journal of H and Therapy 34 2021 323-329",1.00,high,pending
"Licensee_2023_Unknown_Citation_Chang,_M.C.;_Choo,_Y.J.;.pdf",GENERAL,"Licensee",2023,"CORR","Citation Chang, M.C.; Choo, Y.J.;","2023_Licensee_CORR_Citation Chang M.c. Choo Y.j.",1.00,high,pending
"Luc_2011_CORR_SYMPOSIUM_REVERSE_TOTAL_SHOULDER_ARTHROPLASTY.pdf",GENERAL,"Luc",2011,"CORR","SYMPOSIUM REVERSE TOTAL SHOULDER ARTHROPLASTY","2011_Luc_CORR_Symposium Reverse Total Shoulder Arthroplasty",1.00,high,pending
"Marlowe_1985_Unknown_The_Development_of_Suture_Anchors_for.pdf",GENERAL,"Marlowe",1985,"CORR","The Development of Suture Anchors for","1985_Marlowe_CORR_The Development of Suture Anchors for",1.00,high,pending
"Mary_2003_Spine_Hip_Strength_in_Females_With_and_Without.pdf",GENERAL,"Mary",2003,"Spine","Hip Strength in Females With and Without","2003_Mary_Spine_Hip Strength in Females with and Without",1.00,high,pending
"Matsen_2007_JBJS_The_PDF_of_the_article_you_requested_follows_this_cover_page.pdf",GENERAL,"Matsen",2007,"JBJS","The PDF of the article you requested follows this cover page","2007_Matsen_JBJS_The Pdf of the Article You Requested Follows This",1.00,high,pending
"Matsen_compartment syndrome.pdf",GENERAL,"Matsen",,"","compartment syndrome","Unknown_Matsen_Unknown_Compartment Syndrome",0.50,medium,pending
"Mechanisms of exercise-induced delayed onset muscular soreness_a brief review.pdf",GENERAL,"Mechanisms of exercise induced delayed onset muscular soreness",,"","a brief review","Unknown_Mechanisms of exercise induced delayed onset muscular soreness_Unknown_A Brief Review",0.50,medium,pending
"Meyer_1915_Unknown_Unknown.pdf",GENERAL,"Meyer",1915,"","Unknown","1915_Meyer_Unknown_Unknown",0.50,medium,pending
"Michael_1934_Unknown_Codman's_paradox_Sixty_years_later.pdf",GENERAL,"Michael",1934,"","Codman's paradox Sixty years later","1934_Michael_Unknown_Codman's Paradox Sixty Years Later",0.75,high,pending
"Michael_1959_Unknown_A_system_for_describing_positions_of.pdf",GENERAL,"Michael",1959,"","A system for describing positions of","1959_Michael_Unknown_A System for Describing Positions of",0.75,high,pending
"Michael_2005_JSES_Proximal_humeral_anatomy_in_shoulder_arthroplasty.pdf",GENERAL,"Michael",2005,"JSES","Proximal humeral anatomy in shoulder arthroplasty","2005_Michael_JSES_Proximal Humeral Anatomy in Shoulder Arthroplasty",1.00,high,pending
"Morykwas NPWT.pdf",GENERAL,"",,"","Morykwas NPWT","Unknown_Unknown_Unknown_Morykwas Npwt",0.25,low,pending
"Moseley_1921_Unknown_Unknown.pdf",GENERAL,"Moseley",1921,"","Unknown","1921_Moseley_Unknown_Unknown",0.75,high,pending
"Muscle function after exercise-induced muscle damage and rapid adaptation.pdf",GENERAL,"",,"","Muscle function after exercise induced muscle damage and rapid adaptation","Unknown_Unknown_Unknown_Muscle Function after Exercise Induced Muscle",0.25,low,pending
